Raw Meter Data,,,
Device ID,Date,Time,Meter Reading KWh
device3000,2/01/2012,10:15:00 AM,1196.055
device3000,2/01/2012,10:30:00 AM,1218.28
device3000,2/01/2012,10:45:00 AM,1241.067
device3000,2/01/2012,11:00:00 AM,1264.442
device3000,2/01/2012,11:15:00 AM,1288.466
device3000,2/01/2012,11:30:00 AM,1315.686
device3000,2/01/2012,11:45:00 AM,1343.133
device3000,2/01/2012,12:00:00 PM,1369.405
device3000,2/01/2012,12:15:00 PM,1394.115
device3000,2/01/2012,12:30:00 PM,1422.071
device3000,2/01/2012,12:45:00 PM,1449.132
device3000,2/01/2012,1:00:00 PM,1476.246
device3000,2/01/2012,1:15:00 PM,1505.023
device3000,2/01/2012,1:30:00 PM,1534.586
device3000,2/01/2012,1:45:00 PM,1563.802
device3000,2/01/2012,2:00:00 PM,1591.507
device3000,2/01/2012,2:15:00 PM,1616.856
device3000,2/01/2012,2:30:00 PM,1642.831
device3000,2/01/2012,2:45:00 PM,1672.742
device3000,2/01/2012,3:00:00 PM,1699.649
device3000,2/01/2012,3:15:00 PM,1727.027
device3000,2/01/2012,3:30:00 PM,1756.738
device3000,2/01/2012,3:45:00 PM,1784.288
device3000,2/01/2012,4:00:00 PM,1811.913
device3000,2/01/2012,4:15:00 PM,1842.126
device3000,2/01/2012,4:30:00 PM,1869.103
device3000,2/01/2012,4:45:00 PM,1894.229
device3000,2/01/2012,5:00:00 PM,1921.403
device3000,2/01/2012,5:15:00 PM,1948.865
device3000,2/01/2012,5:30:00 PM,1974.096
device3000,2/01/2012,5:45:00 PM,1992.821
device3000,2/01/2012,6:00:00 PM,2000.014
device3000,2/01/2012,6:15:00 PM,2007.308
device3000,2/01/2012,6:30:00 PM,2014.651
device3000,2/01/2012,6:45:00 PM,2021.791
device3000,2/01/2012,7:00:00 PM,2028.815
device3000,2/01/2012,7:15:00 PM,2035.783
device3000,2/01/2012,7:30:00 PM,2042.794
device3000,2/01/2012,7:45:00 PM,2050.131
device3000,2/01/2012,8:00:00 PM,2058.416
device3000,2/01/2012,8:15:00 PM,2065.955
device3000,2/01/2012,8:30:00 PM,2073.25
device3000,2/01/2012,8:45:00 PM,2080.318
device3000,2/01/2012,9:00:00 PM,2087.314
device3000,2/01/2012,9:15:00 PM,2094.324
device3000,2/01/2012,9:30:00 PM,2101.314
device3000,2/01/2012,9:45:00 PM,2108.308
device3000,2/01/2012,10:00:00 PM,2115.53
device3000,2/01/2012,10:15:00 PM,2123.138
device3000,2/01/2012,10:30:00 PM,2130.357
device3000,2/01/2012,10:45:00 PM,2137.459
device3000,2/01/2012,11:00:00 PM,2144.55
device3000,2/01/2012,11:15:00 PM,2151.476
device3000,2/01/2012,11:30:00 PM,2158.478
device3000,2/01/2012,11:45:00 PM,2165.673
device3000,3/01/2012,12:00:00 AM,2172.878
device3000,3/01/2012,12:15:00 AM,2180.159
device3000,3/01/2012,12:30:00 AM,2187.646
device3000,3/01/2012,12:45:00 AM,2194.653
device3000,3/01/2012,1:00:00 AM,2201.578
device3000,3/01/2012,1:15:00 AM,2208.441
device3000,3/01/2012,1:30:00 AM,2215.515
device3000,3/01/2012,1:45:00 AM,2223.148
device3000,3/01/2012,2:00:00 AM,2230.312
device3000,3/01/2012,2:15:00 AM,2237.767
device3000,3/01/2012,2:30:00 AM,2244.891
device3000,3/01/2012,2:45:00 AM,2251.922
device3000,3/01/2012,3:00:00 AM,2258.869
device3000,3/01/2012,3:15:00 AM,2265.757
device3000,3/01/2012,3:30:00 AM,2272.635
device3000,3/01/2012,3:45:00 AM,2279.763
device3000,3/01/2012,4:00:00 AM,2287.318
device3000,3/01/2012,4:15:00 AM,2294.49
device3000,3/01/2012,4:30:00 AM,2301.643
device3000,3/01/2012,4:45:00 AM,2312.811
device3000,3/01/2012,5:00:00 AM,2330.675
device3000,3/01/2012,5:15:00 AM,2344.089
device3000,3/01/2012,5:30:00 AM,2356.78
device3000,3/01/2012,5:45:00 AM,2369.949
device3000,3/01/2012,6:00:00 AM,2383.155
device3000,3/01/2012,6:15:00 AM,2396.879
device3000,3/01/2012,6:30:00 AM,2411.085
device3000,3/01/2012,6:45:00 AM,2426.412
device3000,3/01/2012,7:00:00 AM,2442.391
device3000,3/01/2012,7:15:00 AM,2459.986
device3000,3/01/2012,7:30:00 AM,2477.359
device3000,3/01/2012,7:45:00 AM,2495.789
device3000,3/01/2012,8:00:00 AM,2515.37
device3000,3/01/2012,8:15:00 AM,2535.179
device3000,3/01/2012,8:30:00 AM,2555.069
device3000,3/01/2012,8:45:00 AM,2575.361
device3000,3/01/2012,9:00:00 AM,2596.879
device3000,3/01/2012,9:15:00 AM,2620.247
device3000,3/01/2012,9:30:00 AM,2643.811
device3000,3/01/2012,9:45:00 AM,2666.295
device3000,3/01/2012,10:00:00 AM,2688.67
device3000,3/01/2012,10:15:00 AM,2713.042
device3000,3/01/2012,10:30:00 AM,2738.132
device3000,3/01/2012,10:45:00 AM,2764.922
device3000,3/01/2012,11:00:00 AM,2791.039
device3000,3/01/2012,11:15:00 AM,2816.221
device3000,3/01/2012,11:30:00 AM,2842.201
device3000,3/01/2012,11:45:00 AM,2868.802
device3000,3/01/2012,12:00:00 PM,2894.157
device3000,3/01/2012,12:15:00 PM,2920.52
device3000,3/01/2012,12:30:00 PM,2946.373
device3000,3/01/2012,12:45:00 PM,2971.98
device3000,3/01/2012,1:00:00 PM,2997.188
device3000,3/01/2012,1:15:00 PM,3023.101
device3000,3/01/2012,1:30:00 PM,3048.544
device3000,3/01/2012,1:45:00 PM,3073.07
device3000,3/01/2012,2:00:00 PM,3097.429
device3000,3/01/2012,2:15:00 PM,3121.528
device3000,3/01/2012,2:30:00 PM,3144.819
device3000,3/01/2012,2:45:00 PM,3166.756
device3000,3/01/2012,3:00:00 PM,3189.986
device3000,3/01/2012,3:15:00 PM,3213.837
device3000,3/01/2012,3:30:00 PM,3237.119
device3000,3/01/2012,3:45:00 PM,3257.995
device3000,3/01/2012,4:00:00 PM,3277.982
device3000,3/01/2012,4:15:00 PM,3298.873
device3000,3/01/2012,4:30:00 PM,3318.66
device3000,3/01/2012,4:45:00 PM,3338.075
device3000,3/01/2012,5:00:00 PM,3355.618
device3000,3/01/2012,5:15:00 PM,3371.629
device3000,3/01/2012,5:30:00 PM,3388.742
device3000,3/01/2012,5:45:00 PM,3401.949
device3000,3/01/2012,6:00:00 PM,3409.904
device3000,3/01/2012,6:15:00 PM,3417.817
device3000,3/01/2012,6:30:00 PM,3425.536
device3000,3/01/2012,6:45:00 PM,3432.583
device3000,3/01/2012,7:00:00 PM,3439.426
device3000,3/01/2012,7:15:00 PM,3446.211
device3000,3/01/2012,7:30:00 PM,3453.472
device3000,3/01/2012,7:45:00 PM,3461.07
device3000,3/01/2012,8:00:00 PM,3468.367
device3000,3/01/2012,8:15:00 PM,3475.451
device3000,3/01/2012,8:30:00 PM,3482.555
device3000,3/01/2012,8:45:00 PM,3489.692
device3000,3/01/2012,9:00:00 PM,3496.775
device3000,3/01/2012,9:15:00 PM,3503.617
device3000,3/01/2012,9:30:00 PM,3510.52
device3000,3/01/2012,9:45:00 PM,3517.635
device3000,3/01/2012,10:00:00 PM,3524.739
device3000,3/01/2012,10:15:00 PM,3531.903
device3000,3/01/2012,10:30:00 PM,3538.984
device3000,3/01/2012,10:45:00 PM,3545.898
device3000,3/01/2012,11:00:00 PM,3552.721
device3000,3/01/2012,11:15:00 PM,3559.594
device3000,3/01/2012,11:30:00 PM,3566.457
device3000,3/01/2012,11:45:00 PM,3573.511
device3000,4/01/2012,12:00:00 AM,3580.569
device3000,4/01/2012,12:15:00 AM,3587.759
device3000,4/01/2012,12:30:00 AM,3594.924
device3000,4/01/2012,12:45:00 AM,3601.969
device3000,4/01/2012,1:00:00 AM,3608.803
device3000,4/01/2012,1:15:00 AM,3615.573
device3000,4/01/2012,1:30:00 AM,3622.39
device3000,4/01/2012,1:45:00 AM,3629.472
device3000,4/01/2012,2:00:00 AM,3636.558
device3000,4/01/2012,2:15:00 AM,3643.58
device3000,4/01/2012,2:30:00 AM,3650.632
device3000,4/01/2012,2:45:00 AM,3657.752
device3000,4/01/2012,3:00:00 AM,3664.806
device3000,4/01/2012,3:15:00 AM,3671.861
device3000,4/01/2012,3:30:00 AM,3678.767
device3000,4/01/2012,3:45:00 AM,3685.563
device3000,4/01/2012,4:00:00 AM,3692.469
device3000,4/01/2012,4:15:00 AM,3699.529
device3000,4/01/2012,4:30:00 AM,3706.59
device3000,4/01/2012,4:45:00 AM,3716.515
device3000,4/01/2012,5:00:00 AM,3730.458
device3000,4/01/2012,5:15:00 AM,3742.613
device3000,4/01/2012,5:30:00 AM,3752.892
device3000,4/01/2012,5:45:00 AM,3764.123
device3000,4/01/2012,6:00:00 AM,3776.25
device3000,4/01/2012,6:15:00 AM,3787.057
device3000,4/01/2012,6:30:00 AM,3800.662
device3000,4/01/2012,6:45:00 AM,3812.582
device3000,4/01/2012,7:00:00 AM,3824.911
device3000,4/01/2012,7:15:00 AM,3837.795
device3000,4/01/2012,7:30:00 AM,3852.092
device3000,4/01/2012,7:45:00 AM,3865.212
device3000,4/01/2012,8:00:00 AM,3879.522
device3000,4/01/2012,8:15:00 AM,3896.09
device3000,4/01/2012,8:30:00 AM,3911.785
device3000,4/01/2012,8:45:00 AM,3927.333
device3000,4/01/2012,9:00:00 AM,3943.937
device3000,4/01/2012,9:15:00 AM,3960.755
device3000,4/01/2012,9:30:00 AM,3977.701
device3000,4/01/2012,9:45:00 AM,3993.941
device3000,4/01/2012,10:00:00 AM,4010.906
device3000,4/01/2012,10:15:00 AM,4027.167
device3000,4/01/2012,10:30:00 AM,4044.167
device3000,4/01/2012,10:45:00 AM,4060.399
device3000,4/01/2012,11:00:00 AM,4077.867
device3000,4/01/2012,11:15:00 AM,4094.505
device3000,4/01/2012,11:30:00 AM,4111.852
device3000,4/01/2012,11:45:00 AM,4129.259
device3000,4/01/2012,12:00:00 PM,4146.179
device3000,4/01/2012,12:15:00 PM,4164.643
device3000,4/01/2012,12:30:00 PM,4182.887
device3000,4/01/2012,12:45:00 PM,4200.651
device3000,4/01/2012,1:00:00 PM,4218.582
device3000,4/01/2012,1:15:00 PM,4236.724
device3000,4/01/2012,1:30:00 PM,4253.725
device3000,4/01/2012,1:45:00 PM,4271.896
device3000,4/01/2012,2:00:00 PM,4290.179
device3000,4/01/2012,2:15:00 PM,4308.535
device3000,4/01/2012,2:30:00 PM,4326.067
device3000,4/01/2012,2:45:00 PM,4342.925
device3000,4/01/2012,3:00:00 PM,4360.535
device3000,4/01/2012,3:15:00 PM,4378.612
device3000,4/01/2012,3:30:00 PM,4396.178
device3000,4/01/2012,3:45:00 PM,4412.72
device3000,4/01/2012,4:00:00 PM,4428.617
device3000,4/01/2012,4:15:00 PM,4444.772
device3000,4/01/2012,4:30:00 PM,4460.611
device3000,4/01/2012,4:45:00 PM,4474.542
device3000,4/01/2012,5:00:00 PM,4487.099
device3000,4/01/2012,5:15:00 PM,4500.425
device3000,4/01/2012,5:30:00 PM,4512.64
device3000,4/01/2012,5:45:00 PM,4522.988
device3000,4/01/2012,6:00:00 PM,4531.018
device3000,4/01/2012,6:15:00 PM,4539.045
device3000,4/01/2012,6:30:00 PM,4546.434
device3000,4/01/2012,6:45:00 PM,4553.715
device3000,4/01/2012,7:00:00 PM,4561.042
device3000,4/01/2012,7:15:00 PM,4569.554
device3000,4/01/2012,7:30:00 PM,4579.094
device3000,4/01/2012,7:45:00 PM,4588.309
device3000,4/01/2012,8:00:00 PM,4597.821
device3000,4/01/2012,8:15:00 PM,4605.663
device3000,4/01/2012,8:30:00 PM,4612.869
device3000,4/01/2012,8:45:00 PM,4619.639
device3000,4/01/2012,9:00:00 PM,4626.467
device3000,4/01/2012,9:15:00 PM,4633.272
device3000,4/01/2012,9:30:00 PM,4640.12
device3000,4/01/2012,9:45:00 PM,4646.939
device3000,4/01/2012,10:00:00 PM,4654.169
device3000,4/01/2012,10:15:00 PM,4661.557
device3000,4/01/2012,10:30:00 PM,4668.946
device3000,4/01/2012,10:45:00 PM,4676.153
device3000,4/01/2012,11:00:00 PM,4682.983
device3000,4/01/2012,11:15:00 PM,4689.71
device3000,4/01/2012,11:30:00 PM,4696.5
device3000,4/01/2012,11:45:00 PM,4703.35
device3000,5/01/2012,12:00:00 AM,4710.216
device3000,5/01/2012,12:15:00 AM,4716.988
device3000,5/01/2012,12:30:00 AM,4724.182
device3000,5/01/2012,12:45:00 AM,4731.984
device3000,5/01/2012,1:00:00 AM,4739.157
device3000,5/01/2012,1:15:00 AM,4745.956
device3000,5/01/2012,1:30:00 AM,4752.731
device3000,5/01/2012,1:45:00 AM,4759.535
device3000,5/01/2012,2:00:00 AM,4766.333
device3000,5/01/2012,2:15:00 AM,4773.551
device3000,5/01/2012,2:30:00 AM,4780.889
device3000,5/01/2012,2:45:00 AM,4787.757
device3000,5/01/2012,3:00:00 AM,4794.573
device3000,5/01/2012,3:15:00 AM,4801.357
device3000,5/01/2012,3:30:00 AM,4808.152
device3000,5/01/2012,3:45:00 AM,4814.986
device3000,5/01/2012,4:00:00 AM,4822.262
device3000,5/01/2012,4:15:00 AM,4829.549
device3000,5/01/2012,4:30:00 AM,4836.818
device3000,5/01/2012,4:45:00 AM,4850.649
device3000,5/01/2012,5:00:00 AM,4878.622
device3000,5/01/2012,5:15:00 AM,4902.593
device3000,5/01/2012,5:30:00 AM,4922.579
device3000,5/01/2012,5:45:00 AM,4939.219
device3000,5/01/2012,6:00:00 AM,4955.269
device3000,5/01/2012,6:15:00 AM,4972.244
device3000,5/01/2012,6:30:00 AM,4988.07
device3000,5/01/2012,6:45:00 AM,5003.269
device3000,5/01/2012,7:00:00 AM,5019.56
device3000,5/01/2012,7:15:00 AM,5033.256
device3000,5/01/2012,7:30:00 AM,5047.241
device3000,5/01/2012,7:45:00 AM,5062.284
device3000,5/01/2012,8:00:00 AM,5076.217
device3000,5/01/2012,8:15:00 AM,5089.59
device3000,5/01/2012,8:30:00 AM,5102.844
device3000,5/01/2012,8:45:00 AM,5116.279
device3000,5/01/2012,9:00:00 AM,5129.813
device3000,5/01/2012,9:15:00 AM,5143.586
device3000,5/01/2012,9:30:00 AM,5157.041
device3000,5/01/2012,9:45:00 AM,5170.528
device3000,5/01/2012,10:00:00 AM,5184.344
device3000,5/01/2012,10:15:00 AM,5199.46
device3000,5/01/2012,10:30:00 AM,5214.553
device3000,5/01/2012,10:45:00 AM,5230.004
device3000,5/01/2012,11:00:00 AM,5245.339
device3000,5/01/2012,11:15:00 AM,5260.816
device3000,5/01/2012,11:30:00 AM,5277.242
device3000,5/01/2012,11:45:00 AM,5292.898
device3000,5/01/2012,12:00:00 PM,5306.562
device3000,5/01/2012,12:15:00 PM,5320.55
device3000,5/01/2012,12:30:00 PM,5336.755
device3000,5/01/2012,12:45:00 PM,5354.436
device3000,5/01/2012,1:00:00 PM,5372.548
device3000,5/01/2012,1:15:00 PM,5389.669
device3000,5/01/2012,1:30:00 PM,5406.432
device3000,5/01/2012,1:45:00 PM,5424.117
device3000,5/01/2012,2:00:00 PM,5442.232
device3000,5/01/2012,2:15:00 PM,5459.055
device3000,5/01/2012,2:30:00 PM,5474.919
device3000,5/01/2012,2:45:00 PM,5491.616
device3000,5/01/2012,3:00:00 PM,5509.24
device3000,5/01/2012,3:15:00 PM,5526.532
device3000,5/01/2012,3:30:00 PM,5541.883
device3000,5/01/2012,3:45:00 PM,5557.755
device3000,5/01/2012,4:00:00 PM,5574.045
device3000,5/01/2012,4:15:00 PM,5589.368
device3000,5/01/2012,4:30:00 PM,5603.233
device3000,5/01/2012,4:45:00 PM,5617.231
device3000,5/01/2012,5:00:00 PM,5631.265
device3000,5/01/2012,5:15:00 PM,5645.137
device3000,5/01/2012,5:30:00 PM,5656.733
device3000,5/01/2012,5:45:00 PM,5667.337
device3000,5/01/2012,6:00:00 PM,5676.324
device3000,5/01/2012,6:15:00 PM,5684.838
device3000,5/01/2012,6:30:00 PM,5692.802
device3000,5/01/2012,6:45:00 PM,5700.278
device3000,5/01/2012,7:00:00 PM,5707.725
device3000,5/01/2012,7:15:00 PM,5714.884
device3000,5/01/2012,7:30:00 PM,5721.903
device3000,5/01/2012,7:45:00 PM,5729.044
device3000,5/01/2012,8:00:00 PM,5737.177
device3000,5/01/2012,8:15:00 PM,5744.839
device3000,5/01/2012,8:30:00 PM,5752.221
device3000,5/01/2012,8:45:00 PM,5759.586
device3000,5/01/2012,9:00:00 PM,5766.953
device3000,5/01/2012,9:15:00 PM,5774.326
device3000,5/01/2012,9:30:00 PM,5781.721
device3000,5/01/2012,9:45:00 PM,5789.145
device3000,5/01/2012,10:00:00 PM,5796.528
device3000,5/01/2012,10:15:00 PM,5805.38
device3000,5/01/2012,10:30:00 PM,5815.254
device3000,5/01/2012,10:45:00 PM,5824.792
device3000,5/01/2012,11:00:00 PM,5833.588
device3000,5/01/2012,11:15:00 PM,5842.1
device3000,5/01/2012,11:30:00 PM,5850.147
device3000,5/01/2012,11:45:00 PM,5857.645
device3000,6/01/2012,12:00:00 AM,5864.89
device3000,6/01/2012,12:15:00 AM,5872.025
device3000,6/01/2012,12:30:00 AM,5878.974
device3000,6/01/2012,12:45:00 AM,5886.183
device3000,6/01/2012,1:00:00 AM,5893.583
device3000,6/01/2012,1:15:00 AM,5900.946
device3000,6/01/2012,1:30:00 AM,5908.24
device3000,6/01/2012,1:45:00 AM,5915.6
device3000,6/01/2012,2:00:00 AM,5922.919
device3000,6/01/2012,2:15:00 AM,5929.847
device3000,6/01/2012,2:30:00 AM,5936.648
device3000,6/01/2012,2:45:00 AM,5943.491
device3000,6/01/2012,3:00:00 AM,5950.29
device3000,6/01/2012,3:15:00 AM,5957.08
device3000,6/01/2012,3:30:00 AM,5963.857
device3000,6/01/2012,3:45:00 AM,5970.707
device3000,6/01/2012,4:00:00 AM,5977.554
device3000,6/01/2012,4:15:00 AM,5984.638
device3000,6/01/2012,4:30:00 AM,5991.881
device3000,6/01/2012,4:45:00 AM,6005.426
device3000,6/01/2012,5:00:00 AM,6036.158
device3000,6/01/2012,5:15:00 AM,6063.259
device3000,6/01/2012,5:30:00 AM,6088.305
device3000,6/01/2012,5:45:00 AM,6107.967
device3000,6/01/2012,6:00:00 AM,6125.535
device3000,6/01/2012,6:15:00 AM,6142.462
device3000,6/01/2012,6:30:00 AM,6157.545
device3000,6/01/2012,6:45:00 AM,6169.97
device3000,6/01/2012,7:00:00 AM,6184.93
device3000,6/01/2012,7:15:00 AM,6198.397
device3000,6/01/2012,7:30:00 AM,6212.77
device3000,6/01/2012,7:45:00 AM,6226.273
device3000,6/01/2012,8:00:00 AM,6240.256
device3000,6/01/2012,8:15:00 AM,6253.883
device3000,6/01/2012,8:30:00 AM,6267.621
device3000,6/01/2012,8:45:00 AM,6281.03
device3000,6/01/2012,9:00:00 AM,6294.853
device3000,6/01/2012,9:15:00 AM,6308.699
device3000,6/01/2012,9:30:00 AM,6323.041
device3000,6/01/2012,9:45:00 AM,6337.309
device3000,6/01/2012,10:00:00 AM,6351.865
device3000,6/01/2012,10:15:00 AM,6366.578
device3000,6/01/2012,10:30:00 AM,6381.018
device3000,6/01/2012,10:45:00 AM,6395.574
device3000,6/01/2012,11:00:00 AM,6410.756
device3000,6/01/2012,11:15:00 AM,6427.041
device3000,6/01/2012,11:30:00 AM,6443.456
device3000,6/01/2012,11:45:00 AM,6461.479
device3000,6/01/2012,12:00:00 PM,6480.042
device3000,6/01/2012,12:15:00 PM,6499.33
device3000,6/01/2012,12:30:00 PM,6517.323
device3000,6/01/2012,12:45:00 PM,6534.456
device3000,6/01/2012,1:00:00 PM,6552.096
device3000,6/01/2012,1:15:00 PM,6570.935
device3000,6/01/2012,1:30:00 PM,6590.592
device3000,6/01/2012,1:45:00 PM,6609.656
device3000,6/01/2012,2:00:00 PM,6628.318
device3000,6/01/2012,2:15:00 PM,6647.169
device3000,6/01/2012,2:30:00 PM,6666.519
device3000,6/01/2012,2:45:00 PM,6685.503
device3000,6/01/2012,3:00:00 PM,6703.795
device3000,6/01/2012,3:15:00 PM,6721.315
device3000,6/01/2012,3:30:00 PM,6739.013
device3000,6/01/2012,3:45:00 PM,6756.406
device3000,6/01/2012,4:00:00 PM,6772.977
device3000,6/01/2012,4:15:00 PM,6788.323
device3000,6/01/2012,4:30:00 PM,6802.888
device3000,6/01/2012,4:45:00 PM,6818.158
device3000,6/01/2012,5:00:00 PM,6831
device3000,6/01/2012,5:15:00 PM,6844.462
device3000,6/01/2012,5:30:00 PM,6858.448
device3000,6/01/2012,5:45:00 PM,6870.05
device3000,6/01/2012,6:00:00 PM,6880.423
device3000,6/01/2012,6:15:00 PM,6889.879
device3000,6/01/2012,6:30:00 PM,6898.454
device3000,6/01/2012,6:45:00 PM,6906.493
device3000,6/01/2012,7:00:00 PM,6913.801
device3000,6/01/2012,7:15:00 PM,6920.746
device3000,6/01/2012,7:30:00 PM,6927.577
device3000,6/01/2012,7:45:00 PM,6934.457
device3000,6/01/2012,8:00:00 PM,6942.154
device3000,6/01/2012,8:15:00 PM,6949.005
